_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
11664,25 Porter Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.479179, 43.681759)}",20,Weekdays from 7 AM - 9 PM,457,Avon Ave SB ,30,2017-12-13T16:00:00,36,5.0
11665,62 Lambton Avenue,WB,2020-09-23T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.488191, 43.683352000000006)}",20,Weekdays from 7 AM - 9 PM,482,Lambton Ave WB ,30,2019-03-11T06:00:00,36,5.0
11666,400 Rockcliffe Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.488743, 43.675147)}",20,Weekdays from 7 AM - 9 PM,596,Rockcliffe Blvd SB ,30,2018-01-19T15:00:00,36,5.0
11667,26 Seneca Avenue,EB,2018-03-03T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.477451, 43.680184)}",30,Weekdays from 7 AM - 9 PM,601,Avon Ave EB ,40,2017-12-13T16:00:00,46,5.0
11668,958 Jane Street,NB,,51,"{'type': 'Point', 'coordinates': (-79.497292, 43.680276000000006)}",30,Weekdays from 7 AM - 9 PM,618,Jane St NB ,50,2019-03-20T06:00:00,56,5.0
11669,303 Rockcliffe Boulevard,NB,2019-10-11T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.487927, 43.673787)}",20,Weekdays from 7 AM - 9 PM,638,Rockcliffe Blvd NB ,30,2018-01-19T14:00:00,36,5.0
11670,103 Lambton Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.489639, 43.68287200000001)}",20,Weekdays from 7 AM - 9 PM,673,Lambton Ave EB  ,30,2019-04-15T07:00:00,36,5.0
11671,38 Comay Road,SB,,31,"{'type': 'Point', 'coordinates': (-79.478846, 43.697953000000005)}",20,Weekdays from 7 AM - 9 PM,728,Comay Rd SB ,30,2019-03-20T07:00:00,36,5.0
11672,1 Ralph Street,SB,2020-12-29T11:00:00,31,"{'type': 'Point', 'coordinates': (-79.512855, 43.701977)}",20,Weekdays from 7 AM - 9 PM,803,Ralph St SB ,30,2019-11-18T11:00:00,36,5.0
11673,36 George Street,SB,,41,"{'type': 'Point', 'coordinates': (-79.520766, 43.702989)}",5,Weekdays from 7 AM - 9 PM,871,George St SB ,40,2019-12-09T11:00:00,46,5.0
11674,88 Pritchard Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.490905, 43.670034)}",20,Weekdays from 7 AM - 9 PM,952,Pritchard Ave WB ,30,2019-04-12T06:00:00,36,5.0
11675,235 Queen&amp;#39;s Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.508, 43.70684)}",20,Weekdays from 7 AM - 9 PM,2096,Queen&amp;#39;s Dr WB ,30,2020-03-19T00:00:00,36,5.0
11676,151 McCormack Street,EB,,41,"{'type': 'Point', 'coordinates': (-79.478725, 43.675532)}",5,Weekdays from 7 AM - 9 PM,2188,McCormack St EB ,40,2020-05-04T08:00:00,46,5.0
11677,29 Avon Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.477447, 43.680172)}",5,Weekdays from 7 AM - 9 PM,2189,Avon Ave EB ,40,2020-05-04T09:00:00,46,5.0
11678,76 Thurodale Avenue,WB,2022-01-10T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.499132, 43.702297)}",5,Weekdays from 7 AM - 9 PM,2344,Thurodale Ave WB ,40,2020-09-21T11:00:00,46,5.0
11679,Rockcliffe Blvd 100m N/O Terry Dr,NB,,31,"{'type': 'Point', 'coordinates': (-79.487933, 43.673693)}",20,Weekdays from 7 AM - 9 PM,2661,ROCKCLIFFE BLVD NB ,30,2021-03-25T09:00:00,36,5.0
11680,177-179 Gary Dr,EB,2021-08-10T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.517733, 43.711285)}",5,Weekdays from 7 AM - 9 PM,2666,GARY DR EB ,40,2021-04-13T10:00:00,46,5.0
11681,Opp 161 Gary Dr,WB,2022-03-01T16:00:00,41,"{'type': 'Point', 'coordinates': (-79.516721, 43.711612)}",5,Weekdays from 7 AM - 9 PM,2667,GARY DR WB ,40,2021-04-13T10:00:00,46,5.0
11682,60/62 Lambton Ave,WB,,41,"{'type': 'Point', 'coordinates': (-79.488102, 43.683338)}",5,Weekdays from 7 AM - 9 PM,2677,LAMBTON AVE WB ,40,2021-04-23T09:00:00,46,5.0
11683,235 Queen&#39;s Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.508, 43.70684)}",20,Weekdays from 7 AM - 9 PM,2771,Queen&#39;s Dr WB ,30,2021-10-05T00:00:00,36,5.0
11684,OPP 73 THURODALE AVE,WB,2022-07-08T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.499219, 43.702257)}",5,Weekdays from 7 AM - 9 PM,2788,THURODALE AVE WB ,40,2022-01-10T00:00:00,46,5.0
11685,OPP 9 DUCKWORTH ST,SB,,31,"{'type': 'Point', 'coordinates': (-79.499784, 43.702681)}",20,Weekdays from 7 AM - 9 PM,2802,DUCKWORTH ST SB ,30,2021-07-19T11:00:00,36,5.0
11686,RALPH ST 45m S/OF MACDONALD AVE,SB,,31,"{'type': 'Point', 'coordinates': (-79.51259619, 43.702039293)}",20,Weekdays from 7 AM - 9 PM,23440,RALPH ST SB ,30,2022-08-25T09:00:00,36,5.0
11687,1900 KEELE ST,SB,,51,"{'type': 'Point', 'coordinates': (-79.474786494, 43.693820051)}",30,Weekdays from 7 AM - 9 PM,25981,KEELE ST SB ,50,2022-09-02T10:00:00,56,5.0
11688,2079/2079A KEELE ST,NB,,51,"{'type': 'Point', 'coordinates': (-79.474473029, 43.693477162)}",30,Weekdays from 7 AM - 9 PM,26894,KEELE ST NB ,50,2022-09-02T10:00:00,56,5.0
11689,150 Sharpecroft Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.489756, 43.750103)}",20,Weekdays from 7 AM - 9 PM,91,Sharpecroft Blvd SB ,30,2019-03-11T08:00:00,36,6.0
11690,32 Granite Street,WB,,41,"{'type': 'Point', 'coordinates': (-79.448271, 43.748365)}",30,Weekdays from 7 AM - 9 PM,189,Bainbridge Ave WB ,40,2019-04-16T09:00:00,46,6.0
11691,89 Letchworth Crescent,NB,,31,"{'type': 'Point', 'coordinates': (-79.494487, 43.728834)}",20,Weekdays from 7 AM - 9 PM,227,Letchworth Cres NB ,30,2019-04-03T09:00:00,36,6.0
11692,345 Wilmington Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.460103, 43.768824)}",20,Weekdays from 7 AM - 9 PM,274,Wilmington Ave NB ,30,2018-01-16T15:00:00,36,6.0
11693,2813 Keele Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.482622, 43.729739)}",20,Weekdays from 7 AM - 9 PM,282,Keele St NB ,30,2019-03-20T06:00:00,36,6.0
11694,25 Gade Drive,EB,,31,"{'type': 'Point', 'coordinates': (-79.490174, 43.728303)}",20,Weekdays from 7 AM - 9 PM,352,Gade Dr EB ,30,2018-10-18T08:00:00,36,6.0
11695,81 Sharpecroft Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.48909, 43.747687000000006)}",20,Weekdays from 7 AM - 9 PM,441,Sharpecroft Blvd NB ,30,2019-04-11T09:00:00,36,6.0
11696,285 Wilmington Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.459095, 43.766502)}",20,Weekdays from 7 AM - 9 PM,463,Wilmington Ave NB ,30,2018-01-16T15:00:00,36,6.0
11697,2 Renoak Drive,WB,,31,"{'type': 'Point', 'coordinates': (-79.450126, 43.78567)}",20,Weekdays from 7 AM - 9 PM,542,Rockford Rd WB ,30,2019-03-11T08:00:00,36,6.0
11698,330 Wilmington Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.460165, 43.768567)}",20,Weekdays from 7 AM - 9 PM,555,Wilmington Ave SB ,30,2018-01-16T15:00:00,36,6.0
11699,86 Faywood Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.447478, 43.739531)}",20,Weekdays from 7 AM - 9 PM,590,Faywood Blvd NB ,30,2019-03-07T09:00:00,36,6.0
11700,2860 Keele Street,SB,2023-03-01T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.48343, 43.732043)}",20,Weekdays from 7 AM - 9 PM,665,Keele St SB ,30,2019-03-20T07:00:00,36,6.0
11701,64 Bainbridge Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.443133, 43.749605)}",30,Weekdays from 7 AM - 9 PM,687,Bainbridge Ave EB ,40,2019-03-20T08:00:00,46,6.0
11702,118 Faywood Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.44798800000001, 43.741241)}",20,Weekdays from 7 AM - 9 PM,730,Faywood Blvd SB ,30,2019-03-07T09:00:00,36,6.0
11703,71 Buckland Road,NB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.502933, 43.740208)}",5,Weekdays from 7 AM - 9 PM,889,Buckland Rd NB ,40,2019-12-19T11:00:00,46,6.0
11704,1878 Sheppard Avenue West,EB,,51,"{'type': 'Point', 'coordinates': (-79.504987, 43.74066)}",30,Weekdays from 7 AM - 9 PM,890,Sheppard Ave W EB ,50,2019-12-19T10:00:00,56,6.0
11705,1434 Sheppard Avenue West,EB,2022-07-08T07:00:00,51,"{'type': 'Point', 'coordinates': (-79.489981, 43.744064)}",30,Weekdays from 7 AM - 9 PM,924,Sheppard Ave W EB ,50,2020-01-17T11:00:00,56,6.0
11706,56 Stilecroft Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.491564, 43.751099)}",5,Weekdays from 7 AM - 9 PM,945,Stilecroft Dr EB ,40,2020-01-17T10:00:00,46,6.0
11707,271 Faywood Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.451181, 43.751535)}",20,Weekdays from 7 AM - 9 PM,994,Faywood Blvd NB ,30,2019-03-07T09:00:00,36,6.0
11708,843 Sheppard Avenue West,SB,,31,"{'type': 'Point', 'coordinates': (-79.451871, 43.75244)}",20,Weekdays from 7 AM - 9 PM,1003,Faywood Blvd SB ,30,2019-03-20T06:00:00,36,6.0
11709,64 Bainbridge Avenue,WB,,41,"{'type': 'Point', 'coordinates': (-79.443133, 43.749605)}",30,Weekdays from 7 AM - 9 PM,2110,Bainbridge Ave WB ,40,2020-03-24T00:00:00,46,6.0
11710,32 Granite Street,EB,,41,"{'type': 'Point', 'coordinates': (-79.448271, 43.748365)}",30,Weekdays from 7 AM - 9 PM,2115,Bainbridge Ave EB ,40,2020-03-24T00:00:00,46,6.0
11711,125 Bentley Street,WB,,41,"{'type': 'Point', 'coordinates': (-79.465226, 43.734733000000006)}",5,Weekdays from 7 AM - 9 PM,2538,Plewes Rd WB S ,40,2020-12-01T11:00:00,46,6.0
11712,19 Highview Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.496281, 43.722431)}",5,Weekdays from 7 AM - 9 PM,2594,Highview Ave NB ,40,2021-01-20T12:00:00,46,6.0
11713,20 Highview Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.496335, 43.722265)}",5,Weekdays from 7 AM - 9 PM,2595,Highview Ave SB ,40,2021-01-20T13:00:00,46,6.0
11714,GILTSPUR DR 51M W OF BUCKLAND RD,WB,,41,"{'type': 'Point', 'coordinates': (-79.502672, 43.737758)}",5,Weekdays from 7 AM - 9 PM,2679,GILTSPUR DR WB ,40,2021-04-26T11:00:00,46,6.0
11715,CALICO DR 18M S OF DOMBEY RD,SB,,41,"{'type': 'Point', 'coordinates': (-79.504348, 43.738351)}",5,Weekdays from 7 AM - 9 PM,2680,CALICO DR SB ,40,2021-04-26T11:00:00,46,6.0
11716,128/130 ARMOUR BLVD,WB,,41,"{'type': 'Point', 'coordinates': (-79.42816, 43.741766)}",5,Weekdays from 7 AM - 9 PM,2704,ARMOUR BLVD WB ,40,2021-06-30T09:00:00,46,6.0
11717,PETHERHILL AVE 92M S/OF WILSON AVE,NB,,51,"{'type': 'Point', 'coordinates': (-79.490875787, 43.723858852)}",30,Weekdays from 7 AM - 9 PM,49773,PETHERHILL AVE NB ,50,2022-12-07T09:00:00,56,6.0
11718,WILSON AVE 88M E/OF JULIAN RD,WB,,51,"{'type': 'Point', 'coordinates': (-79.49006919, 43.724940219000004)}",30,Weekdays from 7 AM - 9 PM,50180,WILSON AVE WB ,50,2022-12-07T09:00:00,56,6.0
11719,75 Duncanwoods Drive,NB,,41,"{'type': 'Point', 'coordinates': (-79.562424, 43.750864)}",30,Weekdays from 7 AM - 9 PM,36,Duncanwoods Dr NB ,40,2019-01-03T14:00:00,46,7.0
11720,45 Pearldale Avenue,SB,2020-02-14T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.563417, 43.749319)}",30,Weekdays from 7 AM - 9 PM,92,Pearldale Ave SB ,40,2019-01-03T13:00:00,46,7.0
11721,139 Ardwick Boulevard,NB,,41,"{'type': 'Point', 'coordinates': (-79.559815, 43.744976)}",30,Weekdays from 7 AM - 9 PM,132,Ardwick Blvd NB ,40,2019-04-15T08:00:00,46,7.0
11722,3383 Weston Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.540982, 43.746207)}",20,Weekdays from 7 AM - 9 PM,155,Weston Rd NB ,30,2019-03-06T09:00:00,36,7.0
11723,3418 Weston Road,SB,2020-03-03T06:00:00,51,"{'type': 'Point', 'coordinates': (-79.541904, 43.749331)}",30,Weekdays from 7 AM - 9 PM,166,Weston Rd SB ,50,2019-03-06T10:00:00,56,7.0
11724,101 York Gate Boulevard,SB,,31,"{'type': 'Point', 'coordinates': (-79.518553, 43.761265)}",20,Weekdays from 7 AM - 9 PM,201,Jane St SB ,30,2019-03-11T08:00:00,36,7.0
11725,4357 Jane Street,NB,,31,"{'type': 'Point', 'coordinates': (-79.519139, 43.763019)}",20,Weekdays from 7 AM - 9 PM,277,Jane St NB ,30,2019-03-11T08:00:00,36,7.0
11726,195 Sentinel Road  ,,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.497953221, 43.752662134)}",30,Weekdays from 7 AM - 9 PM,291,Sentinel ,40,2016-01-01T00:00:00,46,7.0
11727,296 Sentinel Road,SB,2019-11-27T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.500184, 43.754667)}",30,Weekdays from 7 AM - 9 PM,294,Sentinel Rd SB ,40,2019-08-01T00:00:00,46,7.0
11728,241 Driftwood Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.516818, 43.761242)}",20,Weekdays from 7 AM - 9 PM,351,Strong Ct NB ,30,2019-03-11T10:00:00,36,7.0
11729,400 Driftwood Avenue,WB,,31,"{'type': 'Point', 'coordinates': (-79.518422, 43.766131)}",20,Weekdays from 7 AM - 9 PM,588,Driftwood Ave WB ,30,2019-03-07T08:00:00,36,7.0
11730,181 Gracedale Boulevard,NB,,31,"{'type': 'Point', 'coordinates': (-79.560559, 43.752374)}",20,Weekdays from 7 AM - 9 PM,607,Gracedale Blvd NB ,30,2019-04-02T09:00:00,36,7.0
11731,379 Driftwood Avenue,EB,2022-01-15T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.516143, 43.766884)}",20,Weekdays from 7 AM - 9 PM,716,Driftwood Ave EB ,30,2019-03-07T09:00:00,36,7.0
11732,85 Spenvalley Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.509081, 43.742787)}",5,Weekdays from 7 AM - 9 PM,823,Spenvalley Dr EB ,40,2019-11-01T12:00:00,46,7.0
11733,28 Bengal Court,WB,,51,"{'type': 'Point', 'coordinates': (-79.500366, 43.741947)}",30,Weekdays from 7 AM - 9 PM,899,Sheppard Ave W WB ,50,2019-12-27T13:00:00,56,7.0
11734,298 Sentinel Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.500164, 43.754788)}",5,Weekdays from 7 AM - 9 PM,921,Sentinel Rd SB ,40,2020-01-14T09:00:00,46,7.0
11735,101 Yatescastle Drive,NB,2021-01-14T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.508455, 43.743909)}",5,Weekdays from 7 AM - 9 PM,935,Yatescastle Dr NB ,40,2019-11-04T11:00:00,46,7.0
11736,82 Yatescastle Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.50874, 43.744166)}",5,Weekdays from 7 AM - 9 PM,965,Yatescastle Dr SB ,40,2019-11-04T11:00:00,46,7.0
11737,302 Grandravine Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.511315, 43.74868)}",5,Weekdays from 7 AM - 9 PM,996,Grandravine Ave EB ,40,2019-11-01T13:00:00,46,7.0
11738,349 Grandravine Drive,WB,2019-12-11T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.513248, 43.747394)}",5,Weekdays from 7 AM - 9 PM,997,Grandravine Ave WB ,40,2019-11-01T13:00:00,46,7.0
11739,74 Ardwick Boulevard,SB,,41,"{'type': 'Point', 'coordinates': (-79.558086, 43.745596)}",30,Weekdays from 7 AM - 9 PM,1004,Ardwick Blvd SB ,40,2019-03-20T07:00:00,46,7.0
11740,241 Driftwood Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.516818, 43.761242)}",20,Weekdays from 7 AM - 9 PM,1940,Driftwood Ave NB ,30,2020-03-10T00:00:00,36,7.0
11741,3424 Weston Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.541949, 43.749563)}",30,Weekdays from 7 AM - 9 PM,2078,Weston Rd SB ,50,2020-03-13T09:00:00,56,7.0
11742,16 Yorkwoods Gate,WB,,41,"{'type': 'Point', 'coordinates': (-79.514821, 43.750961)}",5,Weekdays from 7 AM - 9 PM,2082,Yorkwoods Gt WB ,40,2020-03-16T09:00:00,46,7.0
11743,302 Grandravine Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.511315, 43.74868)}",5,Weekdays from 7 AM - 9 PM,2118,Grandravine Ave WB ,40,2020-03-27T00:00:00,46,7.0
11744,195 Sentinel Road  ,NB,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.497953221, 43.752662134)}",30,Weekdays from 7 AM - 9 PM,2158,Sentinel Rd NB ,40,2020-04-16T00:00:00,46,7.0
11745,191 Sentinel Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.497838, 43.752372)}",5,Weekdays from 7 AM - 9 PM,2222,Sentinel Rd NB ,40,2020-06-11T09:00:00,46,7.0
11746,43 Pearldale Avenue,SB,,31,"{'type': 'Point', 'coordinates': (-79.563437, 43.749196)}",20,Weekdays from 7 AM - 9 PM,2267,Pearldale Ave SB ,30,2020-02-14T12:00:00,36,7.0
11747,349 Grandravine Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.513257, 43.747455)}",5,Weekdays from 7 AM - 9 PM,2388,Grandravine Dr WB ,40,2020-03-27T11:00:00,46,7.0
11748,113 Shoreham Drive,EB,,41,"{'type': 'Point', 'coordinates': (-79.525729, 43.767623)}",5,Weekdays from 7 AM - 9 PM,2466,Shoreham Dr EB ,40,2020-10-28T12:00:00,46,7.0
11749,98 Shoreham Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.52422, 43.768054)}",5,Weekdays from 7 AM - 9 PM,2468,Shoreham Dr WB ,40,2020-10-28T12:00:00,46,7.0
11750,340 Sentinel Road,SB,,41,"{'type': 'Point', 'coordinates': (-79.499596, 43.75886100000001)}",5,Weekdays from 7 AM - 9 PM,2562,Sentinel Rd SB c ,40,2020-12-16T13:00:00,46,7.0
11751,113 Topcliff Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.512175, 43.755801)}",5,Weekdays from 7 AM - 9 PM,2590,Topcliff Ave EB ,40,2021-01-19T11:00:00,46,7.0
11752,80 Topcliff Avenue,WB,2021-01-19T19:00:00,41,"{'type': 'Point', 'coordinates': (-79.509734, 43.756167)}",5,Weekdays from 7 AM - 9 PM,2592,Topcliff Ave WB ,40,2021-01-19T13:00:00,46,7.0
11753,Shoreham Dr 119m E of Shoreham Ct,WB,2022-07-08T05:00:00,41,"{'type': 'Point', 'coordinates': (-79.517255, 43.769756)}",5,Weekdays from 7 AM - 9 PM,2650,SHOREHAM DR WB ,40,2021-03-25T13:00:00,46,7.0
11754,Shoreham Dr 95m E of Shoreham Ct,EB,,41,"{'type': 'Point', 'coordinates': (-79.517555, 43.769428)}",5,Weekdays from 7 AM - 9 PM,2651,SHOREHAM DR EB ,40,2021-03-25T12:00:00,46,7.0
11755,Driftwood Ave 61m E of Laskay Cres,WB,2021-04-19T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.514635, 43.763484)}",5,Weekdays from 7 AM - 9 PM,2668,DRIFTWOOD AVE WB ,40,2021-04-16T14:00:00,46,7.0
11756,OPP 131 SPENVALLEY DR,WB,,41,"{'type': 'Point', 'coordinates': (-79.506169236, 43.743559431)}",5,Weekdays from 7 AM - 9 PM,2868,SPENVALLEY DR WB ,40,2022-03-01T08:00:00,46,7.0
11757,97 Danesbury Avenue,NB,,31,"{'type': 'Point', 'coordinates': (-79.445072, 43.705551)}",20,Weekdays from 7 AM - 9 PM,217,Danesbury Ave NB ,30,2019-01-03T14:00:00,36,8.0
11758,199 Glenview Avenue,EB,,31,"{'type': 'Point', 'coordinates': (-79.411349, 43.718503)}",20,Weekdays from 7 AM - 9 PM,329,Broadway Ave EB ,30,2019-04-17T07:00:00,36,8.0
11759,1053 Spadina Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.418695, 43.704381)}",20,Weekdays from 7 AM - 9 PM,345,Spadina RD NB ,30,2019-04-02T12:00:00,36,8.0
11760,51 Gilgorm Road,NB,,31,"{'type': 'Point', 'coordinates': (-79.41756, 43.704840000000004)}",20,Weekdays from 7 AM - 9 PM,503,Gilgorm Rd NB ,30,2019-03-11T08:00:00,36,8.0
11761,1138 Avenue Road,SB,2020-07-31T01:00:00,41,"{'type': 'Point', 'coordinates': (-79.410931632, 43.709548152)}",5,Weekdays from 7 AM - 9 PM,558,Avenue Rd SB ,40,2017-04-06T11:00:00,46,8.0
11762,335 Chaplin Crescent,EB,,31,"{'type': 'Point', 'coordinates': (-79.420404, 43.70386)}",20,Weekdays from 7 AM - 9 PM,565,Chaplin Cres EB ,30,2019-04-02T14:00:00,36,8.0
11763,43 Bedford Park Avenue,EB,2021-04-19T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.405417, 43.726887)}",5,Weekdays from 7 AM - 9 PM,813,Bedford Park Ave EB ,40,2019-11-07T16:00:00,46,8.0
11764,1096 Avenue Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.410026, 43.707553)}",5,Weekdays from 7 AM - 9 PM,2513,Avenue Rd NB - C ,40,2020-11-13T11:00:00,46,8.0
11765,369 Castlefield Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.413244, 43.708854)}",5,Weekdays from 7 AM - 9 PM,2514,Castlefield Ave EB - C ,40,2020-11-13T09:00:00,46,8.0
11766,369 Castlefield Avenue,EB,,41,"{'type': 'Point', 'coordinates': (-79.413244, 43.708854)}",5,Weekdays from 7 AM - 9 PM,2516,Castlefield Ave EB ,40,2020-11-18T00:00:00,46,8.0
11767,1096 Avenue Road,NB,,41,"{'type': 'Point', 'coordinates': (-79.410026, 43.707553)}",5,Weekdays from 7 AM - 9 PM,2519,Avenue Rd NB ,40,2020-11-18T00:00:00,46,8.0
11768,125 Glenmount Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.431892, 43.716072)}",5,Weekdays from 7 AM - 9 PM,2535,Glenmount Ave NB ,40,2020-11-26T10:00:00,46,8.0
11769,35 Dell Park Avenue,SB,,41,"{'type': 'Point', 'coordinates': (-79.432293, 43.716802)}",5,Weekdays from 7 AM - 9 PM,2539,Glenmount Ave SB ,40,2020-11-26T09:00:00,46,8.0
11770,Annina Crescent,WB,,41,"{'type': 'Point', 'coordinates': (-79.450067, 43.7133)}",5,Weekdays from 7 AM - 9 PM,2601,Claver Ave WB c-,40,2021-01-28T10:00:00,46,8.0
11771,8205 McCowan Road,EB,,41,"{'type': 'Point', 'coordinates': (-79.450917, 43.713051)}",5,Weekdays from 7 AM - 9 PM,2602,Claver Ave EB c-,40,2021-01-28T09:00:00,46,8.0
11772,Highway 404,EB,,41,"{'type': 'Point', 'coordinates': (-79.451258, 43.713715)}",5,Weekdays from 7 AM - 9 PM,2603,Cork Ave EB c-,40,2021-01-28T13:00:00,46,8.0
11773,Renfrew Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.450548, 43.71384)}",5,Weekdays from 7 AM - 9 PM,2604,Cork Ave WB c-,40,2021-01-28T12:00:00,46,8.0
11774,Highway 404,EB,,41,"{'type': 'Point', 'coordinates': (-79.451258, 43.713715)}",5,Weekdays from 7 AM - 9 PM,2608,Cork Ave EB ,40,2021-02-02T00:00:00,46,8.0
11775,8205 McCowan Road,EB,,41,"{'type': 'Point', 'coordinates': (-79.450917, 43.713051)}",5,Weekdays from 7 AM - 9 PM,2609,Claver Ave EB ,40,2021-02-02T00:00:00,46,8.0
11776,Renfrew Drive,WB,,41,"{'type': 'Point', 'coordinates': (-79.450548, 43.71384)}",5,Weekdays from 7 AM - 9 PM,2613,Cork Ave WB ,40,2021-02-02T00:00:00,46,8.0
11777,Annina Crescent,WB,,41,"{'type': 'Point', 'coordinates': (-79.450067, 43.7133)}",5,Weekdays from 7 AM - 9 PM,2614,Claver Ave WB ,40,2021-02-02T00:00:00,46,8.0
11778,90-92 CARMICHAEL AVE,WB,,41,"{'type': 'Point', 'coordinates': (-79.427108, 43.736206)}",5,Weekdays from 7 AM - 9 PM,2683,CARMICHAEL AVE WB ,40,2021-04-30T12:00:00,46,8.0
11779,OPP 90 CARMICHAEL AVE,EB,,41,"{'type': 'Point', 'coordinates': (-79.427059, 43.736128)}",5,Weekdays from 7 AM - 9 PM,2685,CARMICHAEL AVE EB ,40,2021-04-30T11:00:00,46,8.0
11780,WILSON AVE 122M E OF AVENUE RD,EB,,41,"{'type': 'Point', 'coordinates': (-79.419995722, 43.740153632)}",5,Weekdays from 7 AM - 9 PM,2688,WILSON AVE EB ,40,2021-05-03T08:00:00,46,8.0
11781,WILSON AVE 94M W OF BELGRAVE AVE,WB,,41,"{'type': 'Point', 'coordinates': (-79.419311, 43.740413)}",5,Weekdays from 7 AM - 9 PM,2690,WILSON AVE WB ,40,2021-05-03T08:00:00,46,8.0
11782,39/41 BEDFORD PARK AVE,EB,,41,"{'type': 'Point', 'coordinates': (-79.405409, 43.726871)}",5,Weekdays from 7 AM - 9 PM,2701,BEDFORD PARK AVE EB ,40,2021-06-29T14:00:00,46,8.0
11783,21/23 JOYCE PKWY,EB,,41,"{'type': 'Point', 'coordinates': (-79.463356504, 43.709499616)}",5,Weekdays from 7 AM - 9 PM,30097,JOYCE PKWY EB ,40,2022-10-17T09:00:00,46,8.0
11784,OPP 51 PLAYFAIR AVE,WB,,41,"{'type': 'Point', 'coordinates': (-79.45737396, 43.710114737)}",5,Weekdays from 7 AM - 9 PM,30366,PLAYFAIR AVE WB ,40,2022-10-17T09:00:00,46,8.0
11785,GLENGROVE AVE 70M W/OF DALEMOUNT AVE,WB,,41,"{'type': 'Point', 'coordinates': (-79.434344827, 43.712971674)}",5,Weekdays from 7 AM - 9 PM,66225,GLENGROVE AVE WB ,40,2023-03-31T09:00:00,46,8.0
11786,ENGLEMOUNT AVE 73M N/OF COLDSTREAM AVE,SB,,41,"{'type': 'Point', 'coordinates': (-79.437075515, 43.714052019)}",5,Weekdays from 7 AM - 9 PM,66616,ENGLEMOUNT AVE SB ,40,2023-03-31T09:00:00,46,8.0
11787,546 Dufferin Street,NB,2019-10-11T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.430704, 43.647389)}",30,Weekdays from 7 AM - 9 PM,43,Dufferin St NB ,40,2019-08-01T00:00:00,46,9.0
