_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
12264,59 Fawcett Trail,NB,,41,"{'type': 'Point', 'coordinates': (-79.206567, 43.811596)}",5,Weekdays from 7 AM - 9 PM,2509,Fawcett Trl NB ,40,2020-11-05T00:00:00,46,25.0
12265,764 Meadowvale Road,SB,,51,"{'type': 'Point', 'coordinates': (-79.164952, 43.795394)}",30,Weekdays from 7 AM - 9 PM,2528,Meadowvale Rd SB - C ,50,2020-11-27T09:00:00,56,25.0
12266,761 Meadowvale Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.164392, 43.794796)}",30,Weekdays from 7 AM - 9 PM,2529,Meadowvale Rd NB  - C ,50,2020-11-27T09:00:00,56,25.0
12267,761 Meadowvale Road,NB,,51,"{'type': 'Point', 'coordinates': (-79.164392, 43.794796)}",30,Weekdays from 7 AM - 9 PM,2570,Meadowvale Rd NB  ,50,2020-12-17T00:00:00,56,25.0
12268,59 Couperthwaite Crescent,EB,,41,"{'type': 'Point', 'coordinates': (-79.207729, 43.817682)}",5,Weekdays from 7 AM - 9 PM,2638,SEWELLS RD EB ,40,2021-02-24T12:00:00,46,25.0
12269,579 MORRISH RD,NB,,41,"{'type': 'Point', 'coordinates': (-79.174395, 43.792942)}",5,Weekdays from 7 AM - 9 PM,2702,MORRISH RD NB ,40,2021-06-25T14:00:00,46,25.0
12270,1393/1397 MILITARY TRL,EB,,41,"{'type': 'Point', 'coordinates': (-79.179210343, 43.782937242)}",5,Weekdays from 7 AM - 9 PM,2871,MILITARY TRL EB ,40,2022-03-02T07:00:00,46,25.0
12271,MILITARY TRL 72M W/OF BOBMAR RD,WB,2022-06-06T17:00:00,41,"{'type': 'Point', 'coordinates': (-79.178212164, 43.782904837)}",5,Weekdays from 7 AM - 9 PM,2872,MILITARY TRL WB ,40,2022-03-02T08:00:00,46,25.0
12272,MANSE RD 169M S/OF HAINFORD ST,SB,,41,"{'type': 'Point', 'coordinates': (-79.174857765, 43.766932994)}",5,Weekdays from 7 AM - 9 PM,2873,MANSE RD SB ,40,2022-03-02T08:00:00,46,25.0
12273,113/115 EAST AVE,NB,,41,"{'type': 'Point', 'coordinates': (-79.13294421600001, 43.784145812)}",5,Weekdays from 7 AM - 9 PM,2888,EAST AVE NB ,40,2022-03-11T15:00:00,46,25.0
12274,EAST AVE 38M S/OF BARONIAL CT,SB,,41,"{'type': 'Point', 'coordinates': (-79.133884, 43.7861)}",5,Weekdays from 7 AM - 9 PM,2902,EAST AVE SB ,40,2022-03-21T09:00:00,46,25.0
12275,MANSE RD 188M S/OF HAINFORD ST,NB,,41,"{'type': 'Point', 'coordinates': (-79.17460800000002, 43.766783)}",5,Weekdays from 7 AM - 9 PM,2904,MANSE RD NB ,40,2022-03-03T09:00:00,46,25.0
12276,329/331 MORNINGSIDE AVE,NB,,51,"{'type': 'Point', 'coordinates': (-79.18843839, 43.774551583)}",30,Weekdays from 7 AM - 9 PM,3042,MORNINGSIDE AVE NB ,50,2022-04-22T12:00:00,56,25.0
12277,38 Langstaff Road East,EB,2020-05-07T00:00:00,41,"{'type': 'Point', 'coordinates': (-79.423281551, 43.83630108500001)}",30,Weekdays from 12 AM,2076,Chapman Ave EB ,40,2020-05-06T10:00:00,46,
12278,427 Summeridge Drive,SB,,41,"{'type': 'Point', 'coordinates': (-79.470701522, 43.829909408)}",5,Weekdays from 7 AM - 9 PM,2261,Mount Pleasant Rd SB c,40,2020-07-23T14:00:00,46,
12279,30 Pollard Street,NB,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.391352535, 43.848682105)}",5,Weekdays from 7 AM - 9 PM,2546,Maniza Rd NB ,40,2020-12-15T11:00:00,46,
12280,7287 Warden Avenue,NB,,41,"{'type': 'Point', 'coordinates': (-79.326121212, 43.830357282)}",5,Weekdays from 7 AM - 9 PM,2547,Sentinel Rd NB c - ,40,2020-12-16T12:00:00,46,
12281,84 Green Ash Crescent,WB,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.4119519, 43.850415243)}",5,Weekdays from 7 AM - 9 PM,2548,Derrydown Rd WB c - ,40,2020-12-16T09:00:00,46,
12282,1243 Reid Street,WB,,41,"{'type': 'Point', 'coordinates': (-79.387575984, 43.849672476)}",5,Weekdays from 7 AM - 9 PM,2549,Plewes Rd WB ,40,2020-12-15T09:00:00,46,
12283,36 Fulton Way,EB,,41,"{'type': 'Point', 'coordinates': (-79.382426143, 43.850415243)}",5,Weekdays from 7 AM - 9 PM,2550,Derrydown Rd EB C - ,40,2020-12-16T10:00:00,46,
12284,570 Alden Road,WB,,41,"{'type': 'Point', 'coordinates': (-79.334017635, 43.840263291)}",5,Weekdays from 7 AM - 9 PM,2597,Dundas St WB c ,40,2021-01-26T12:00:00,46,
12285,"1, Promenade Circle",,2021-07-10T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.451754903, 43.808873674)}",30,Weekdays from 7 AM - 9 PM,2803,D121 - ,40,2022-01-11T00:00:00,46,
12286,"1, Promenade Circle",,2021-07-19T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.452077351, 43.808588758)}",20,Weekdays from 7 AM - 9 PM,2805,D119 - ,30,2022-01-11T00:00:00,36,
12287,"1, Promenade Circle",,2021-05-03T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.45163427400001, 43.809001859)}",5,Weekdays from 7 AM - 9 PM,2815,D22 - ,40,2022-01-27T00:00:00,46,
12288,"1, Promenade Circle",,2021-06-26T02:00:00,51,"{'type': 'Point', 'coordinates': (-79.452242781, 43.80895013200001)}",30,Weekdays from 7 AM - 9 PM,2816,D - ,50,2022-01-28T00:00:00,56,
12289,"1, Promenade Circle",,2020-10-16T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.451635965, 43.80924428)}",20,Weekdays from 7 AM - 9 PM,2817,D - ,30,2022-01-28T00:00:00,36,
12290,"1, Promenade Circle",,2021-05-03T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.45163427400001, 43.809001859)}",5,Weekdays from 7 AM - 9 PM,2818,D - ,40,2022-01-28T00:00:00,46,
12291,"1, Promenade Circle",,2021-04-19T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.452326081, 43.808879112)}",5,Weekdays from 7 AM - 9 PM,2819,D - ,40,2022-01-28T00:00:00,46,
12292,"1, Promenade Circle",,2020-07-08T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.45178872, 43.809120906)}",20,Weekdays from 7 AM - 9 PM,2820,D - ,30,2022-01-28T00:00:00,36,
12293,"1, Promenade Circle",,2021-08-10T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.451508013, 43.809111808)}",5,Weekdays from 7 AM - 9 PM,2821,D - ,40,2022-01-28T00:00:00,46,
12294,"1, Promenade Circle",,2019-10-11T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.452506605, 43.808958851)}",20,Weekdays from 7 AM - 9 PM,2822,D - ,30,2022-01-28T00:00:00,36,
12295,"1, Promenade Circle",,2021-04-19T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.452079049, 43.809118743)}",5,Weekdays from 7 AM - 9 PM,2824,D - ,40,2022-01-28T00:00:00,46,
12296,"1, Promenade Circle",,2021-08-26T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.452251467, 43.808701713)}",5,Weekdays from 7 AM - 9 PM,2825,D - ,40,2022-01-28T00:00:00,46,
12297,"1, Promenade Circle",,2020-10-12T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.452247042, 43.809174342)}",30,Weekdays from 12 AM,2826,D - ,40,2022-01-28T00:00:00,46,
12298,"1, Promenade Circle",,2021-08-15T18:00:00,61,"{'type': 'Point', 'coordinates': (-79.45188593, 43.809260043)}",30,Weekdays from 7 AM - 9 PM,2828,D - ,60,2022-01-28T00:00:00,66,
12299,"1, Promenade Circle",,,31,"{'type': 'Point', 'coordinates': (-79.453499481, 43.80536763600001)}",20,Weekdays from 7 AM - 9 PM,2829,D - ,30,2022-01-28T00:00:00,36,
12300,"1, Promenade Circle",,2021-07-19T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.452077351, 43.808588758)}",20,Weekdays from 7 AM - 9 PM,2830,D - ,30,2022-01-28T00:00:00,36,
12301,"1, Promenade Circle",,2021-03-19T07:00:00,41,"{'type': 'Point', 'coordinates': (-79.452317513, 43.809121961)}",5,Weekdays from 7 AM - 9 PM,2831,D - ,40,2022-01-28T00:00:00,46,
12302,"1, Promenade Circle",,2020-09-23T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.452408245, 43.808821222)}",20,Weekdays from 7 AM - 9 PM,2832,D - ,30,2022-01-28T00:00:00,36,
12303,"1, Promenade Circle",,2021-07-10T14:00:00,41,"{'type': 'Point', 'coordinates': (-79.451754903, 43.808873674)}",30,Weekdays from 7 AM - 9 PM,2834,D - ,40,2022-01-28T00:00:00,46,
12304,"1, Promenade Circle",,2021-01-25T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.452374534, 43.809077321)}",30,Weekdays from 7 AM - 9 PM,2835,D - ,40,2022-01-28T00:00:00,46,
12305,Promenade Circle,,2022-03-13T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.450789057, 43.805702647)}",20,Weekdays from 7 AM - 9 PM,2837,,30,2022-02-06T00:00:00,36,
12306,Promenade Circle,,2022-03-13T00:00:00,31,"{'type': 'Point', 'coordinates': (-79.450061981, 43.805770513)}",20,Weekdays from 7 AM - 9 PM,2838,,30,2022-02-06T00:00:00,36,
12307,Promenade Circle,,,41,"{'type': 'Point', 'coordinates': (-79.450123989, 43.806108638)}",30,Weekdays from 8 AM - 5 PM,2839,,40,2022-02-06T00:00:00,46,
12308,"1, Promenade Circle",,2021-05-14T17:00:00,31,"{'type': 'Point', 'coordinates': (-79.451940366, 43.808494997)}",20,Weekdays from 7 AM - 9 PM,2842,D - ,30,2022-02-07T00:00:00,36,
12309,"1, Promenade Circle",,2021-10-10T21:00:00,31,"{'type': 'Point', 'coordinates': (-79.451795973, 43.808622854)}",20,Weekdays from 7 AM - 9 PM,2843,D - ,30,2022-02-27T00:00:00,36,
12310,"3, Promenade Circle",,2021-09-28T11:00:00,41,"{'type': 'Point', 'coordinates': (-79.451388829, 43.808977675)}",5,Weekdays from 7 AM - 9 PM,2856,D - ,40,2022-02-28T00:00:00,46,
12311,STEELES AVE E 7M W/OF GRANDVIEW AVE,WB,,51,"{'type': 'Point', 'coordinates': (-79.401750728, 43.802089824)}",30,Weekdays from 7 AM - 9 PM,2857,STEELES AVE E WB ,50,2022-03-01T07:00:00,56,
12312,"1, Promenade Circle",,2021-10-13T08:00:00,41,"{'type': 'Point', 'coordinates': (-79.451642103, 43.808749531)}",5,Weekdays from 7 AM - 9 PM,2860,D- ,40,2022-02-28T00:00:00,46,
12313,"1, Promenade Circle",,2021-12-02T13:00:00,41,"{'type': 'Point', 'coordinates': (-79.451529062, 43.80885996)}",5,Weekdays from 7 AM - 9 PM,2869,D - ,40,2022-02-28T00:00:00,46,
12314,"3, Promenade Circle",,2021-11-10T12:00:00,31,"{'type': 'Point', 'coordinates': (-79.451266001, 43.809091465)}",20,Weekdays from 7 AM - 9 PM,2870,D - ,30,2022-02-28T00:00:00,36,
12315,"1, Promenade Circle",,2020-04-03T14:00:00,51,"{'type': 'Point', 'coordinates': (-79.45179851, 43.808401791)}",30,Weekdays from 7 AM - 9 PM,2876,D - ,50,2022-03-10T00:00:00,56,
12316,"1, Promenade Circle",,2022-01-25T02:00:00,41,"{'type': 'Point', 'coordinates': (-79.451675158, 43.808492284)}",5,Weekdays from 7 AM - 9 PM,2884,D - ,40,2022-03-10T00:00:00,46,
12317,"1, Promenade Circle",,2022-03-04T14:00:00,51,"{'type': 'Point', 'coordinates': (-79.451544541, 43.808594778)}",30,Weekdays from 7 AM - 9 PM,2903,D - ,50,2022-04-07T00:00:00,56,
12318,"1, Promenade Circle",,2020-09-23T10:00:00,41,"{'type': 'Point', 'coordinates': (-79.45143234, 43.808703875000006)}",5,Weekdays from 7 AM - 9 PM,2906,D - ,40,2022-04-07T00:00:00,46,
12319,"3, Promenade Circle",,2021-07-07T22:00:00,31,"{'type': 'Point', 'coordinates': (-79.451306846, 43.808833629)}",20,Weekdays from 7 AM - 9 PM,4527,D - ,30,2022-04-21T00:00:00,36,
12320,"1, Promenade Circle",,2021-04-19T18:00:00,41,"{'type': 'Point', 'coordinates': (-79.451460474, 43.80820616)}",5,Weekdays from 7 AM - 9 PM,10641,D - ,40,2022-07-11T00:00:00,46,
12321,"1, Promenade Circle",,2017-03-01T12:00:00,41,"{'type': 'Point', 'coordinates': (-79.4513365, 43.808328004)}",30,Weekdays from 7 AM - 9 PM,10945,D - ,40,2022-07-17T00:00:00,46,
12322,"3, Promenade Circle",,2021-07-27T23:00:00,31,"{'type': 'Point', 'coordinates': (-79.451084678, 43.808536649)}",20,Weekdays from 7 AM - 9 PM,11174,D - ,30,2022-07-17T00:00:00,36,
12323,"1, Promenade Circle",,2022-05-17T09:00:00,31,"{'type': 'Point', 'coordinates': (-79.451184288, 43.808437432)}",20,Weekdays from 7 AM - 9 PM,11538,D - ,30,2022-07-17T00:00:00,36,
12324,"3, Promenade Circle",,2022-07-07T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.450984642, 43.808623347)}",5,Weekdays from 7 AM - 9 PM,14596,D - ,40,2022-07-17T00:00:00,46,
12325,"3, Promenade Circle",,2022-06-16T13:00:00,51,"{'type': 'Point', 'coordinates': (-79.45114671, 43.808957792)}",30,Weekdays from 7 AM - 9 PM,15437,D - ,50,2022-07-17T00:00:00,56,
12326,"1, Promenade Circle",,2022-06-15T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.451954133, 43.808950665)}",5,Weekdays from 7 AM - 9 PM,17474,D - ,40,2022-07-17T00:00:00,46,
12327,"1, Promenade Circle",,2020-12-29T11:00:00,31,"{'type': 'Point', 'coordinates': (-79.451108149, 43.808256674)}",20,Weekdays from 7 AM - 9 PM,21529,D - ,30,2022-08-24T00:00:00,36,
12328,"1, Promenade Circle",,2022-08-17T09:00:00,41,"{'type': 'Point', 'coordinates': (-79.45122932, 43.808142214)}",5,Weekdays from 7 AM - 9 PM,22805,D ,40,2022-08-24T00:00:00,46,
12329,"3, Promenade Circle",,2022-04-11T14:00:00,31,"{'type': 'Point', 'coordinates': (-79.450880448, 43.808701306)}",20,Weekdays from 7 AM - 9 PM,23321,D - ,30,2022-08-24T00:00:00,36,
12330,"1, Promenade Circle",,2022-09-15T16:00:00,41,"{'type': 'Point', 'coordinates': (-79.450983838, 43.808354088)}",5,Weekdays from 7 AM - 9 PM,26926,D - ,40,2022-10-02T00:00:00,46,
12331,"1, Promenade Circle",,2022-10-10T23:00:00,41,"{'type': 'Point', 'coordinates': (-79.450847511, 43.808471961)}",30,Weekdays from 7 AM - 9 PM,27735,D - ,40,2022-10-17T00:00:00,46,
12332,"1, Promenade Circle",,2022-12-05T06:00:00,41,"{'type': 'Point', 'coordinates': (-79.450996761, 43.808160303)}",5,Weekdays from 7 AM - 9 PM,53418,D - ,40,2022-12-15T00:00:00,46,
